_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
77,689366,CR-0000095292,2,0,0,0,22-322-0690,False,False,0.0,11/18/2022 6:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,14838,BAYLISS DR,SANTA TERESA BL,37.21971784,-121.7619748
78,685061,CR-0000093735,2,0,0,0,22-213-1044,False,False,0.0,8/1/2022 11:34:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Related,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,14838,BAYLISS DR,SANTA TERESA BL,37.21971784,-121.7619748
79,723774,CR-0000104170,3,0,0,1,24-273-0543,False,False,100.0,9/29/2024 3:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,14838,BAYLISS DR,SANTA TERESA BL,37.21971784,-121.7619748
80,690595,CR-0000096716,0,0,0,0,23-027-0214,False,False,0.0,1/27/2023 8:53:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,86404,LYONSVILLE LN,WALTRIP LN,37.2432875,-121.8880323
81,695843,CR-0000098908,0,0,0,0,23-106-0860,False,False,30.0,4/16/2023 11:50:00 PM,No Pedestrians Involved,Dry,Unknown,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,True,52777,DUBERT LN,SANTEE DR,37.32821739,-121.8455087
82,683485,CR-0000093081,0,0,0,0,22-216-4002,False,True,,8/4/2022 6:05:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Related,Other Vehicle,Unknown,Unknown,West Of,,False,True,18325,BIKINI AV,LETITIA ST,37.31765127,-121.8342987
83,684763,CR-0000093407,0,0,0,0,22-184-0031,False,False,0.0,7/3/2022 12:33:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,Street sign and Light Pole Undamaged,True,True,104532,ROEDER RD,WAR ADMIRAL AV,37.26841355,-121.8100075
84,694470,CR-0000098435,2,0,0,0,23-139-0446,False,False,0.0,5/19/2023 12:47:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Head On,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,False,82708,LEAN AV,OMIRA DR,37.25022146,-121.8174872
85,719704,CR-0000102876,0,0,0,0,24-013-4003,False,True,51.0,1/13/2024 4:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,68782,GREY GHOST AV,ROEDER RD,37.26569016,-121.8099776
86,685021,CR-0000093705,0,0,0,0,22-203-0918,False,False,90.0,7/22/2022 9:49:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,True,True,53217,DURANT AV,INDEPENDENCE DR,37.29430796,-121.8394532
87,689242,CR-0000095215,0,0,0,0,22-296-0277,False,False,65.0,10/23/2022 7:20:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,True,False,53217,DURANT AV,INDEPENDENCE DR,37.29430796,-121.8394532
88,684984,CR-0000093612,0,0,0,0,22-127-0121,False,False,0.0,8/5/2022 3:42:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,True,53250,DURANT AV,POCATELLO DR,37.29488076,-121.8400476
89,685094,CR-0000093765,0,0,0,0,22-217-0121,False,False,0.0,8/5/2022 3:42:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,True,53250,DURANT AV,POCATELLO DR,37.29488076,-121.8400476
90,698750,CR-0000100002,0,0,1,0,23-262-0781,False,False,0.0,9/19/2023 7:37:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Motorcycle,Not Applicable,Not Applicable,At,,False,False,53239,DURANT AV,LEWIS RD,37.29556355,-121.8407361
91,694186,CR-0000098000,1,0,0,0,23-099-0620,False,False,0.0,4/9/2023 6:02:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,True,False,108657,SHELLBARK DR,STONE CANYON DR,37.27234759,-121.8330904
92,689207,CR-0000095107,1,0,0,0,22-299-0412,False,False,0.0,10/26/2022 12:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,73908,HOSPITAL PW,INTERNATIONAL CI,37.23939182,-121.8021315
93,681538,CR-0000090934,0,0,0,0,22-039-4000,False,True,0.0,2/7/2022 11:15:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,73908,HOSPITAL PW,INTERNATIONAL CI,37.23939182,-121.8021315
94,726955,CR-0000105544,0,0,0,0,24-204-0298,False,False,0.0,7/22/2024 10:15:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,False,73908,HOSPITAL PW,INTERNATIONAL CI,37.23939182,-121.8021315
95,726895,CR-0000105436,1,0,0,0,24-197-0728,False,False,0.0,7/15/2024 5:21:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
96,726804,CR-0000105345,1,0,0,0,24-190-0173,False,False,0.0,7/8/2024 6:54:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
97,723714,CR-0000104107,0,0,0,0,24-121-0469,False,False,25.0,4/30/2024 1:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,True,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
98,723656,CR-0000104048,0,0,0,0,24-102-4005,False,True,0.0,4/11/2024 11:10:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
99,719791,CR-0000102964,0,0,0,0,24-024-0352,False,False,0.0,1/24/2024 11:56:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
100,716029,CR-0000101764,0,0,0,0,23-013-4001,False,True,,1/13/2023 11:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
101,689197,CR-0000095115,0,0,0,0,22-300-9702,False,True,0.0,10/25/2022 12:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
102,684921,CR-0000093583,0,0,0,0,22-232-0807,True,False,200.0,8/20/2022 8:01:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,TREE,True,True,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
103,694139,CR-0000098109,1,0,0,0,23-121-0712,False,False,23.0,5/1/2023 5:48:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
104,694687,CR-0000098721,0,1,0,0,23-223-0394,False,False,257.0,8/11/2023 11:49:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,44110,COTTLE RD,HOSPITAL PW/PALMIA DR,37.23937812,-121.8038359
105,725248,CR-0000104729,0,0,0,0,24-164-0112,True,False,390.0,6/12/2024 3:54:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,North Of,TREE,True,False,21229,BODEGA WY,LOS PINOS WY,37.23227606,-121.8000815
106,688896,CR-0000094755,0,1,0,0,22-278-0754,False,False,0.0,10/5/2022 5:39:00 PM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,West,East,At,,False,False,115170,D AMICO DR,THOUSAND PINES CT,37.31736166,-121.7891401
107,696184,CR-0000099328,1,0,0,0,23-212-0159,False,False,0.0,7/31/2023 6:04:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,False,61159,FLICKINGER AV,ROYALTREE CI,37.39455154,-121.8827669
108,723759,CR-0000104156,0,0,0,0,24-123-4001,False,True,51.0,5/2/2024 6:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,33813,CARPENTIER WY,CAS DR,37.28906888,-121.8338917
109,689100,CR-0000094947,0,1,0,0,22-295-0333,False,False,130.0,10/22/2022 10:24:00 AM,In Road - Includes Shoulder,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,Unknown,South,South Of,PEDESTRIAN,True,False,40908,COACHLIGHT DR,SINGLETON RD,37.29264517,-121.8274326
110,681709,CR-0000091104,1,0,0,0,22-074-0214,False,False,0.0,3/15/2022 8:39:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Rain,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,40908,COACHLIGHT DR,SINGLETON RD,37.29264517,-121.8274326
111,722538,CR-0000103862,0,0,0,0,24-109-0292,False,False,770.0,4/18/2024 9:44:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,84655,LOCKE DR,SINGLETON RD,37.29413672,-121.8253112
112,681927,CR-0000091421,0,0,0,0,22-049-0682,True,False,32.0,2/18/2022 4:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,West Of,Parking meter & sign,False,False,59795,FIFTH ST,JACKSON ST,37.34896055,-121.89436
113,683275,CR-0000092849,0,0,0,0,22-199-0684,False,False,51.0,7/18/2022 4:57:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,True,True,59795,FIFTH ST,JACKSON ST,37.34896055,-121.89436
114,683361,CR-0000092951,1,1,0,0,22-177-0189,False,False,270.0,6/26/2022 6:04:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,False,106380,SAN FERNANDO ST,THIRTEENTH ST,37.34027464,-121.8767344
115,689536,CR-0000095513,0,0,0,0,22-356-0021,True,False,0.0,12/22/2022 12:39:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,Street Sign,True,True,106380,SAN FERNANDO ST,THIRTEENTH ST,37.34027464,-121.8767344
116,690414,CR-0000096509,0,0,0,0,22-347-0079,True,False,0.0,12/13/2022 2:37:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,"MEDIAN, SIGN",True,False,106380,SAN FERNANDO ST,THIRTEENTH ST,37.34027464,-121.8767344
117,711577,CR-0000101212,0,0,0,0,23-330-4004,False,True,51.0,11/26/2023 4:30:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,106435,SAN FERNANDO ST,TWELFTH ST,37.3398355,-121.8776665
118,716087,CR-0000102047,0,1,0,0,24-017-0627,False,False,0.0,1/17/2024 4:50:00 PM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,East,West,At,PED,False,False,106435,SAN FERNANDO ST,TWELFTH ST,37.3398355,-121.8776665
119,716393,CR-0000102392,0,1,0,0,24-048-0417,False,False,132.0,2/17/2024 12:19:00 PM,Not In Road,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,South,North,South Of,PED,False,True,62798,FOURTEENTH ST,SANTA CLARA ST,37.34254194,-121.8771504
120,722577,CR-0000103927,0,0,0,0,24-110-0744,False,False,95.0,4/19/2024 7:31:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,True,62798,FOURTEENTH ST,SANTA CLARA ST,37.34254194,-121.8771504
121,699180,CR-0000100500,0,0,0,0,23-152-0673,True,False,0.0,6/1/2023 5:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,STREET SIGNS,True,False,62798,FOURTEENTH ST,SANTA CLARA ST,37.34254194,-121.8771504
122,681856,CR-0000091337,1,0,0,0,22-070-0640,False,False,19.0,3/11/2022 7:53:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,62798,FOURTEENTH ST,SANTA CLARA ST,37.34254194,-121.8771504
123,698876,CR-0000100161,0,0,0,0,23-226-0702,False,False,0.0,8/14/2023 4:52:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Head On,Intersection,Motor Vehicle On Other Roadway,Not Applicable,Not Applicable,At,,False,False,105918,SAN ANTONIO ST,THIRTEENTH ST,37.33882923,-121.875657
124,698784,CR-0000100065,2,1,0,0,23-356-0027,False,False,55.0,12/22/2023 12:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
125,697614,CR-0000099810,0,0,0,0,23-225-0817,False,False,327.0,8/13/2023 9:06:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,True,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
126,694503,CR-0000098497,0,0,0,1,23-176-0533,False,False,0.0,6/25/2023 3:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
127,694557,CR-0000098551,1,0,0,0,23-199-0290,False,False,0.0,7/18/2023 9:55:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
128,691246,CR-0000097471,2,0,0,0,23-032-0871,False,False,0.0,2/1/2023 10:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
129,681569,CR-0000090966,0,0,0,0,22-042-0107,False,False,56.0,2/11/2022 3:37:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
130,682654,CR-0000092230,1,0,0,0,22-136-0417,False,False,0.0,5/16/2022 11:20:00 AM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,South,North,At,PED,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
131,689829,CR-0000095855,1,0,0,0,22-338-0764,False,False,80.0,12/4/2022 8:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Unknown,Cloudy,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
132,722073,CR-0000103327,0,0,0,0,24-063-4001,False,True,51.0,3/3/2024 2:30:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
133,722074,CR-0000103328,0,0,0,0,24-063-4002,False,True,51.0,3/3/2024 2:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
134,718488,CR-0000102576,1,0,0,0,24-063-0102,False,False,134.0,3/3/2024 2:29:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Rain,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
135,723853,CR-0000104249,0,0,0,0,24-128-0287,False,False,0.0,5/7/2024 10:29:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
136,725237,CR-0000104718,0,0,0,0,24-163-0516,True,False,23.0,6/11/2024 3:24:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,South Of,LIGHTPOLE,True,False,107128,SANTA CLARA ST,THIRTEENTH ST,37.34209343,-121.8780864
