_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
3045,696273,CR-0000099420,0,0,0,0,23-115-0038,False,False,28.0,4/25/2023 1:53:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,True,True,18666,BIRD AV,MALONE RD,37.29711025,-121.8817022
3046,711905,CR-0000101403,0,0,0,0,23-319-0793,False,False,42.0,11/15/2023 8:25:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Cloudy,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,True,18666,BIRD AV,MALONE RD,37.29711025,-121.8817022
3047,716315,CR-0000102276,2,0,0,0,24-058-0615,False,False,0.0,2/27/2024 4:08:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,131207,NIEMAN BL,WOODBURY LN/CT,37.29800599,-121.7867223
3048,725175,CR-0000104638,1,0,0,0,24-159-0368,False,False,0.0,6/7/2024 12:16:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,106853,SAN SALVADOR ST,THIRTEENTH ST,37.33594071,-121.8735058
3049,696217,CR-0000099362,1,0,0,0,23-102-0598,False,False,25.0,4/12/2023 4:24:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Related,Motorcycle,Not Applicable,Not Applicable,East Of,,False,False,59696,FIFTEENTH ST,SAN SALVADOR ST,37.33682726,-121.8716412
3050,683214,CR-0000092770,0,0,0,0,22-054-4004,False,True,51.0,2/22/2022 10:45:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Other,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,59696,FIFTEENTH ST,SAN SALVADOR ST,37.33682726,-121.8716412
3051,722593,CR-0000103895,0,0,1,0,24-103-0778,False,False,267.0,4/12/2024 10:03:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Non-Related,Bike,Not Applicable,Not Applicable,South Of,BIKE,False,False,28126,CAHILL ST,CRANDALL ST,37.33093139,-121.9021034
3052,725285,CR-0000104766,0,0,0,0,24-166-0855,False,False,36.0,6/14/2024 10:32:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,North Of,,True,True,28137,CAHILL ST,SAN FERNANDO ST,37.32914136,-121.9019683
3053,689879,CR-0000095906,0,1,0,0,22-272-0013,False,False,76.0,9/29/2022 12:00:00 AM,Crossing - Not In Crosswalk,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,West,East,North Of,PED,True,True,97910,ORVIS AV,TWELFTH ST,37.33042116,-121.8705788
3054,683264,CR-0000092867,0,0,0,0,22-164-4008,False,True,51.0,6/13/2022 12:47:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,True,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3055,683271,CR-0000092848,0,0,1,0,22-198-0983,False,False,0.0,7/17/2022 11:16:00 PM,Crossing - Not In Crosswalk,Dry,No Unusual Conditions,Dark - Street Light,Pedestrian At Fault,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,West,East,At,PEDESTRIAN,False,False,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3056,698908,CR-0000100208,1,0,0,0,23-317-0872,False,False,0.0,11/13/2023 9:13:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Motorcycle,Not Applicable,Not Applicable,At,,False,True,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3057,726531,CR-0000105065,0,1,0,0,24-176-0462,False,False,51.0,6/24/2024 1:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Motorcycle,Not Applicable,Not Applicable,North Of,,False,False,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3058,726533,CR-0000105067,1,0,0,0,24-176-0491,False,False,300.0,6/24/2024 2:25:00 PM,No Pedestrians Involved,Dry,Other,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,True,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3059,722287,CR-0000103581,0,0,0,0,24-083-0080,False,False,51.0,3/27/2024 5:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,True,83874,LINCOLN AV,LONUS ST,37.31487586,-121.9059646
3060,722111,CR-0000103376,0,0,0,0,24-070-4000,False,True,51.0,3/9/2024 9:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,72786,HILL AV,NEVADA AV,37.30247795,-121.8923428
3061,724227,CR-0000104580,0,0,0,0,24-133-4001,False,True,100.0,5/12/2024 6:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Unknown,Not Applicable,Not Applicable,South Of,,False,True,72786,HILL AV,NEVADA AV,37.30247795,-121.8923428
3062,689519,CR-0000095496,0,0,0,0,22-357-0053,True,False,20.0,12/23/2022 2:04:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,East Of,"Light Pole, TREE",True,True,107172,SANTA CLARA ST,TWELFTH ST,37.34163702,-121.8790538
3063,726527,CR-0000105061,0,0,0,0,24-176-0070,False,False,0.0,6/24/2024 1:43:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,55990,ELIZABETH ST,TENTH ST,37.34013318,-121.8806183
3064,727079,CR-0000105640,1,0,0,0,24-200-1004,False,False,43.0,7/19/2024 9:10:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,55990,ELIZABETH ST,TENTH ST,37.34013318,-121.8806183
3065,712166,CR-0000101597,0,0,0,1,24-121-0494,False,False,0.0,4/30/2024 1:38:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Scooter Motorized,Not Applicable,Not Applicable,At,E.SCOOTER,False,False,55990,ELIZABETH ST,TENTH ST,37.34013318,-121.8806183
3066,722130,CR-0000103395,0,0,0,0,24-072-9710,False,True,0.0,3/10/2024 7:40:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Cloudy,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3067,719587,CR-0000102743,0,0,0,0,24-002-4000,False,True,51.0,1/1/2024 1:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3068,727072,CR-0000105635,0,1,0,0,24-201-0527,False,False,150.0,7/19/2024 3:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Non-Related,Scooter Motorized,Not Applicable,Not Applicable,East Of,BIKE(E.SCOOTER),True,True,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3069,726872,CR-0000105413,2,0,0,0,24-196-0511,False,False,0.0,7/14/2024 2:20:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Motor Vehicle On Other Roadway,Not Applicable,Not Applicable,At,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3070,725180,CR-0000104661,0,1,0,0,24-159-0638,False,False,76.0,6/7/2024 5:44:00 PM,Crossing - Not In Crosswalk,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,North,South,West Of,PED,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3071,724191,CR-0000104576,0,1,0,0,24-133-0417,False,False,0.0,5/12/2024 11:44:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3072,689346,CR-0000095329,0,1,0,0,22-324-0457,False,False,37.0,11/20/2022 2:57:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,Controls Functioning,Clear,Vehicle/Bike,Related,Bike,Not Applicable,Not Applicable,South Of,BIKE,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3073,688943,CR-0000094801,0,1,0,0,22-281-0389,False,False,42.0,10/8/2022 12:19:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3074,681294,CR-0000090680,1,0,0,0,22-010-0510,False,False,50.0,1/10/2022 2:37:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3075,711801,CR-0000101232,0,0,0,0,23-331-0533,False,False,0.0,11/27/2023 1:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3076,696381,CR-0000099539,0,0,0,0,23-137-4001,False,True,51.0,5/16/2023 8:10:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3077,692508,CR-0000097797,0,0,0,0,23-076-0560,False,False,330.0,3/17/2023 3:13:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3078,689908,CR-0000095936,0,0,0,1,23-081-0681,False,False,0.0,3/22/2023 6:27:00 PM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Cloudy,Vehicle/Pedestrian,Intersection,Pedestrian,South,North,At,PEDESTRIAN (DELAYED FATAL),False,True,107106,SANTA CLARA ST,TENTH ST,37.34069264,-121.8810382
3079,690886,CR-0000097030,0,0,0,0,23-016-4003,False,True,51.0,1/16/2023 12:30:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Unknown,Not Applicable,Not Applicable,North Of,,False,False,27488,BUSH ST,LAUREL GROVE LN,37.32903048,-121.9045205
3080,694067,CR-0000098126,0,0,0,0,23-127-0649,False,False,0.0,5/7/2023 5:05:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,54922,EIGHTH ST,ST JAMES ST,37.34262568,-121.8853293
3081,683197,CR-0000092811,0,0,0,0,22-137-4000,False,True,51.0,5/17/2022 7:05:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,True,54922,EIGHTH ST,ST JAMES ST,37.34262568,-121.8853293
3082,723958,CR-0000104354,0,0,0,0,24-130-4009,False,True,0.0,5/9/2024 2:38:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,54922,EIGHTH ST,ST JAMES ST,37.34262568,-121.8853293
3083,727060,CR-0000105615,0,0,0,0,24-162-9706,False,True,0.0,6/9/2024 8:30:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,54922,EIGHTH ST,ST JAMES ST,37.34262568,-121.8853293
3084,696158,CR-0000099301,0,0,0,0,23-120-4005,False,True,51.0,4/29/2023 7:25:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,108350,SEVENTH ST,ST JAMES ST,37.34212785,-121.8863782
3085,682251,CR-0000091827,1,0,0,0,22-101-0748,True,False,179.0,4/11/2022 7:36:00 PM,Crossing In Crosswalk - Not At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Non-Related,Skateboard,East,West,East Of,SKATEBROARD,False,False,109460,SIXTH ST,ST JOHN ST,37.34018677,-121.8863535
3086,689249,CR-0000095201,0,1,0,0,22-303-0637,False,False,46.0,10/30/2022 4:59:00 PM,In Road - Includes Shoulder,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Related,Pedestrian,No Direction (Not Walking),No Direction (Not Walking),North Of,PED,False,False,109460,SIXTH ST,ST JOHN ST,37.34018677,-121.8863535
3087,688718,CR-0000094543,0,0,0,0,22-188-4000,False,True,51.0,7/1/2022 9:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,True,109460,SIXTH ST,ST JOHN ST,37.34018677,-121.8863535
3088,723818,CR-0000104214,1,0,0,0,24-125-0254,False,False,0.0,5/4/2024 10:11:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Rain,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,109460,SIXTH ST,ST JOHN ST,37.34018677,-121.8863535
3089,712066,CR-0000101517,0,0,0,0,23-250-4002,False,True,115.0,9/7/2023 12:10:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,109460,SIXTH ST,ST JOHN ST,37.34018677,-121.8863535
3090,716353,CR-0000102355,1,0,0,0,24-045-0233,False,False,0.0,2/14/2024 9:25:00 AM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,South,North,At,PED,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3091,717454,CR-0000102478,3,0,0,0,24-078-0655,False,False,36.0,3/18/2024 3:45:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3092,722140,CR-0000103405,0,0,0,0,24-074-9710,False,True,51.0,3/12/2024 4:57:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Other,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3093,724042,CR-0000104475,0,0,0,0,24-148-0359,False,False,0.0,5/27/2024 11:56:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3094,685319,CR-0000094000,0,0,0,0,22-251-0641,False,False,0.0,9/8/2022 3:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,SJPD INVOLVED,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3095,689791,CR-0000095817,1,0,0,0,22-205-0507,False,False,236.0,7/24/2022 1:53:00 PM,In Road - Includes Shoulder,Dry,No Unusual Conditions,Daylight,Pedestrian At Fault,Controls Functioning,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,South,North,North Of,,False,True,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3096,681757,CR-0000091157,1,0,0,0,22-053-0584,False,False,111.0,2/22/2022 4:01:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Non-Related,Motorcycle,Not Applicable,Not Applicable,East Of,,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3097,683378,CR-0000092971,0,0,0,0,22-055-0078,False,False,110.0,2/24/2022 2:43:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3098,682968,CR-0000092583,1,0,0,0,22-122-0256,False,False,0.0,5/2/2022 12:30:00 AM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Skateboard,West,East,At,PEDESTRIAN,False,True,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3099,696153,CR-0000099295,0,0,0,0,23-098-0274,False,False,0.0,4/8/2023 9:01:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,True,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3100,696505,CR-0000099692,2,0,0,0,23-307-0497,False,False,102.0,11/3/2023 2:03:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3101,694188,CR-0000098067,1,0,0,0,23-063-0709,False,False,0.0,3/4/2023 8:17:00 PM,Crossing - Not In Crosswalk,Dry,No Unusual Conditions,Dark - Street Light,Pedestrian At Fault,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,South,North,At,PED,False,False,107095,SANTA CLARA ST,SIXTH ST,37.3386961,-121.8852476
3102,696197,CR-0000099341,0,0,0,0,23-119-0389,False,False,51.0,4/29/2023 12:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,True,121230,LITTLE ORCHARD ST,STAUFFER BL,37.30485625,-121.8713388
3103,723870,CR-0000104266,3,0,0,0,24-141-0814,False,False,0.0,5/20/2024 7:24:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,13310,BARNARD AV,MONTEREY RD,37.3108822,-121.8684211
3104,724085,CR-0000104445,0,0,0,1,24-275-0753,False,False,19.0,10/1/2024 6:31:00 PM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Related,Pedestrian,South,North,East Of,PED,False,False,59883,FIFTH ST,SAN FERNANDO ST,37.3363347,-121.8849483
3105,717483,CR-0000102516,2,0,0,0,24-086-0440,False,False,147.0,3/26/2024 1:22:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Non-Related,Bike,Not Applicable,Not Applicable,East Of,E.SCOOTER,False,False,59883,FIFTH ST,SAN FERNANDO ST,37.3363347,-121.8849483
3106,711737,CR-0000100942,0,0,0,0,23-193-0432,False,False,189.0,7/12/2023 1:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,59883,FIFTH ST,SAN FERNANDO ST,37.3363347,-121.8849483
3107,685322,CR-0000094003,0,0,0,0,22-252-0378,False,False,108.0,9/9/2022 10:30:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,True,59883,FIFTH ST,SAN FERNANDO ST,37.3363347,-121.8849483
3108,689814,CR-0000095841,1,1,0,0,22-349-0931,False,False,176.0,12/15/2022 10:01:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - No Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,94379,MT PLEASANT RD,WEST VIEW DR,37.34701486,-121.7892848
3109,719523,CR-0000102652,0,1,0,0,24-076-0752,False,False,135.0,3/16/2024 7:39:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - No Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Other,Non-Related,Non-Collision,Not Applicable,Not Applicable,West Of,MC,True,False,94379,MT PLEASANT RD,WEST VIEW DR,37.34701486,-121.7892848
3110,723624,CR-0000104016,0,0,0,0,23-133-0183,True,False,237.0,4/23/2023 5:51:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,LIGHTPOLE,True,True,94379,MT PLEASANT RD,WEST VIEW DR,37.34701486,-121.7892848
3111,698959,CR-0000100261,0,1,0,0,23-315-0675,False,False,0.0,11/11/2023 7:14:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Other,Intersection,Non-Collision,Not Applicable,Not Applicable,At,mc,False,False,47563,CURTNER AV,RADIO AV,37.28916497,-121.8895816
3112,711543,CR-0000101363,0,0,0,0,23-321-0733,False,False,77.0,11/17/2023 8:58:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Rain,Sideswipe,Non-Related,Non-Collision,Not Applicable,Not Applicable,West Of,,False,False,39874,CLARK ST,DOROTHY AV,37.31074302,-121.8904733
3113,722177,CR-0000103443,0,0,0,0,24-076-0011,False,False,0.0,3/16/2024 12:17:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Unknown,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,27158,BURGUNDY DR,SUNCREST AV,37.39767698,-121.8415864
3114,689931,CR-0000095952,0,1,0,0,22-097-1003,False,False,0.0,4/7/2022 6:15:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BICYCLIST,False,True,33582,CARMEL DR,NEVADA AV,37.30498377,-121.8875515
3115,682422,CR-0000091985,2,0,0,0,22-116-0190,False,False,104.0,4/26/2022 9:11:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,False,83918,LINCOLN AV,MEREDITH AV,37.30676482,-121.8998665
3116,715968,CR-0000101772,0,0,0,0,23-018-4003,False,True,0.0,1/17/2023 1:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,83918,LINCOLN AV,MEREDITH AV,37.30676482,-121.8998665
3117,726712,CR-0000105250,0,0,0,0,24-184-0363,False,False,50.0,7/2/2024 11:02:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,True,83918,LINCOLN AV,MEREDITH AV,37.30676482,-121.8998665
3118,721988,CR-0000103242,0,0,0,0,24-052-4002,False,True,51.0,2/21/2024 12:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,33791,CAROLYN AV,WILLOW ST,37.30678685,-121.9047607
3119,685051,CR-0000093731,1,0,0,0,22-238-0128,False,False,0.0,8/26/2022 6:05:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,False,33791,CAROLYN AV,WILLOW ST,37.30678685,-121.9047607
